  Configuration Half
  Location of trees (y/H): -4.30 -2.80 -1.40  0.00  1.50  3.00  4.40
   x/H    y/H    z/H     C*
  1.50   1.80   1.00 101.96
  1.70   1.80   0.20  99.96
  1.70   1.80   0.40 117.40
  1.70   1.80   0.60 137.28
  1.70   1.80   0.80 128.99
  1.70   1.80   1.00  90.09
  1.90   1.80   0.20  74.36
  1.90   1.80   0.40 108.39
  1.90   1.80   0.60  83.94
  1.90   1.80   0.80 104.53
  1.90   1.80   1.00  80.51
  0.10   2.10   0.20 548.61
  0.10   2.10   0.40 495.77
  0.10   2.10   0.60 453.04
  0.10   2.10   0.80 322.37
  0.10   2.10   1.00 228.48
  0.30   2.10   0.20 513.53
  0.30   2.10   0.40 346.32
  0.30   2.10   0.60 427.78
  0.30   2.10   0.80 332.64
  0.30   2.10   1.00 162.41
  0.50   2.10   0.20 323.56
  0.50   2.10   0.40 179.10
  0.50   2.10   0.60 255.42
  0.50   2.10   0.80 254.11
  0.50   2.10   1.00 193.55
  0.75   2.10   0.20 194.09
  0.75   2.10   0.40 176.40
  0.75   2.10   0.60 221.63
  0.75   2.10   0.80 217.12
  0.75   2.10   1.00 146.00
  1.00   2.10   0.20 118.25
  1.00   2.10   0.40 162.82
  1.00   2.10   0.60 193.74
  1.00   2.10   0.80 202.43
  1.00   2.10   1.00 149.89
  1.25   2.10   0.20 138.00
  1.25   2.10   0.40 185.85
  1.25   2.10   0.60 194.37
  1.25   2.10   0.80 206.47
  1.25   2.10   1.00 130.91
  1.50   2.10   0.20 120.80
  1.50   2.10   0.40 130.48
  1.50   2.10   0.60 165.24
  1.50   2.10   0.80 190.64
  1.50   2.10   1.00 107.19
  1.70   2.10   0.20 108.83
  1.70   2.10   0.40 123.20
  1.70   2.10   0.60 165.90
  1.70   2.10   0.80 143.91
  1.70   2.10   1.00 101.29
  1.90   2.10   0.20  84.38
  1.90   2.10   0.40  89.85
  1.90   2.10   0.60  86.48
  1.90   2.10   0.80  95.19
  1.90   2.10   1.00  88.13
  0.10   2.50   0.20 506.22
  0.10   2.50   0.40 403.26
  0.10   2.50   0.60 298.87
  0.10   2.50   0.80 283.14
  0.10   2.50   1.00 194.48
  0.30   2.50   0.20 529.10
  0.30   2.50   0.40 384.67
  0.30   2.50   0.60 300.30
  0.30   2.50   0.80 260.26
  0.30   2.50   1.00 160.16
  0.50   2.50   0.20 378.95
  0.50   2.50   0.40 201.63
  0.50   2.50   0.60 225.94
  0.50   2.50   0.80 238.81
  0.50   2.50   1.00 147.29
  0.75   2.50   0.20 145.86
  0.75   2.50   0.40 165.88
  0.75   2.50   0.60 188.76
  0.75   2.50   0.80 211.64
  0.75   2.50   1.00 142.14
  1.00   2.50   0.20 137.57
  1.00   2.50   0.40 190.19
  1.00   2.50   0.60 207.35
  1.00   2.50   0.80 210.21
  1.00   2.50   1.00 141.43
  1.25   2.50   0.20 135.71
  1.25   2.50   0.40 200.20
  1.25   2.50   0.60 203.06
  1.25   2.50   0.80 201.63
  1.25   2.50   1.00 129.70
  1.50   2.50   0.20 126.41
  1.50   2.50   0.40 181.61
  1.50   2.50   0.60 173.03
  1.50   2.50   0.80 171.60
  1.50   2.50   1.00 115.40
  1.70   2.50   0.20 118.26
  1.70   2.50   0.40 154.44
  1.70   2.50   0.60 155.87
  1.70   2.50   0.80 139.57
  1.70   2.50   1.00  98.67
  1.90   2.50   0.20 103.67
  1.90   2.50   0.40 118.26
  1.90   2.50   0.60 103.10
  1.90   2.50   0.80  97.10
  1.90   2.50   1.00  82.37
  0.75   3.00   0.20 233.05
  0.75   3.00   0.40 170.47
  0.75   3.00   0.60 266.30
  0.75   3.00   0.80 338.74
  0.75   3.00   1.00 146.38
  1.00   3.00   0.20 176.89
  1.00   3.00   0.40 223.68
  1.00   3.00   0.60 246.66
  1.00   3.00   0.80 240.46
  1.00   3.00   1.00 135.41
  1.25   3.00   0.20 158.90
  1.25   3.00   0.40 224.34
  1.25   3.00   0.60 272.60
  1.25   3.00   0.80 255.33
  1.25   3.00   1.00 141.39
  0.10   3.25   0.20 348.92
  0.10   3.25   0.40 248.82
  0.10   3.25   0.60 268.84
  0.10   3.25   0.80 233.09
  0.10   3.25   1.00 213.07
  0.30   3.25   0.20 348.92
  0.30   3.25   0.40 326.04
  0.30   3.25   0.60 286.00
  0.30   3.25   0.80 245.96
  0.30   3.25   1.00 175.89
  0.50   3.25   0.20 293.15
  0.50   3.25   0.40 201.63
  0.50   3.25   0.60 271.70
  0.50   3.25   0.80 283.14
  0.50   3.25   1.00 136.14
  0.75   3.25   0.20 154.44
  0.75   3.25   0.40 167.31
  0.75   3.25   0.60 230.23
  0.75   3.25   0.80 244.53
  0.75   3.25   1.00 140.28
  1.00   3.25   0.20 143.00
  1.00   3.25   0.40 193.05
  1.00   3.25   0.60 220.22
  1.00   3.25   0.80 200.20
  1.00   3.25   1.00 138.14
  1.25   3.25   0.20 139.57
  1.25   3.25   0.40 168.74
  1.25   3.25   0.60 204.49
  1.25   3.25   0.80 193.05
  1.25   3.25   1.00 123.69
  1.50   3.25   0.20 129.84
  1.50   3.25   0.40 157.30
  1.50   3.25   0.60 180.18
  1.50   3.25   0.80 167.31
  1.50   3.25   1.00 103.10
  1.70   3.25   0.20  97.95
  1.70   3.25   0.40 125.12
  1.70   3.25   0.60 120.55
  1.70   3.25   0.80 127.27
  1.70   3.25   1.00  83.94
  1.90   3.25   0.20  84.66
  1.90   3.25   0.40  89.23
  1.90   3.25   0.60  73.93
  1.90   3.25   0.80  80.22
  1.90   3.25   1.00  72.36
  0.10   3.50   0.20 220.94
  0.10   3.50   0.40 216.65
  0.10   3.50   0.60 168.60
  0.10   3.50   0.80 197.98
  0.10   3.50   1.00 164.95
  0.30   3.50   0.20 187.90
  0.30   3.50   0.40 198.41
  0.30   3.50   0.60 227.37
  0.30   3.50   0.80 210.42
  0.30   3.50   1.00 147.36
  0.50   3.50   0.20 183.40
  0.50   3.50   0.40 173.75
  0.50   3.50   0.60 185.97
  0.50   3.50   0.80 171.17
  0.50   3.50   1.00 120.33
  0.75   3.50   0.20 101.35
  0.75   3.50   0.40 129.77
  0.75   3.50   0.60 179.32
  0.75   3.50   0.80 195.41
  0.75   3.50   1.00 105.53
  1.00   3.50   0.20 126.56
  1.00   3.50   0.40 142.36
  1.00   3.50   0.60 161.47
  1.00   3.50   0.80 169.62
  1.00   3.50   1.00  93.19
  1.25   3.50   0.20 114.44
  1.25   3.50   0.40 142.36
  1.25   3.50   0.60 139.99
  1.25   3.50   0.80 148.58
  1.25   3.50   1.00  83.09
  1.50   3.50   0.20  93.28
  1.50   3.50   0.40 122.51
  1.50   3.50   0.60 129.26
  1.50   3.50   0.80 107.57
  1.50   3.50   1.00  63.13
  1.70   3.50   0.20  67.35
  1.70   3.50   0.40  84.94
  1.70   3.50   0.60  96.10
  1.70   3.50   0.80  81.30
  1.70   3.50   1.00  54.05
  1.90   3.50   0.20  52.34
  1.90   3.50   0.40  56.41
  1.90   3.50   0.60  55.34
  1.90   3.50   0.80  48.05
  1.90   3.50   1.00  45.47
  0.10   3.90   0.20  74.79
  0.10   3.90   0.40  82.65
  0.10   3.90   0.60  86.80
  0.10   3.90   0.80 104.82
  0.10   3.90   1.00  77.79
  0.30   3.90   0.20  88.52
  0.30   3.90   0.40  83.66
  0.30   3.90   0.60  76.50
  0.30   3.90   0.80  83.94
  0.30   3.90   1.00  60.49
  0.50   3.90   0.20  78.65
  0.50   3.90   0.40  59.06
  0.50   3.90   0.60  96.52
  0.50   3.90   0.80  90.09
  0.50   3.90   1.00  48.76
  0.75   3.90   0.20  69.64
  0.75   3.90   0.40  83.51
  0.75   3.90   0.60  87.52
  0.75   3.90   0.80  79.22
  0.75   3.90   1.00  39.90
  1.00   3.90   0.20  58.92
  1.00   3.90   0.40  61.78
  1.00   3.90   0.60  67.64
  1.00   3.90   0.80  64.78
  1.00   3.90   1.00  32.89
  1.25   3.90   0.20  64.49
  1.25   3.90   0.40  65.35
  1.25   3.90   0.60  60.20
  1.25   3.90   0.80  48.62
  1.25   3.90   1.00  23.45
  1.50   3.90   0.20  41.33
  1.50   3.90   0.40  58.34
  1.50   3.90   0.60  45.90
  1.50   3.90   0.80  49.91
  1.50   3.90   1.00  21.59
  1.70   3.90   0.20  35.75
  1.70   3.90   0.40  45.90
  1.70   3.90   0.60  41.47
  1.70   3.90   0.80  29.03
  1.70   3.90   1.00  21.02
  1.90   3.90   0.20  22.74
  1.90   3.90   0.40  21.31
  1.90   3.90   0.60  21.31
  1.90   3.90   0.80  21.45
  1.90   3.90   1.00  18.88
  0.75   4.40   0.20  31.42
  0.75   4.40   0.40  39.49
  0.75   4.40   0.60  32.81
  0.75   4.40   0.80  27.64
  0.75   4.40   1.00  17.20
  1.00   4.40   0.20  30.20
  1.00   4.40   0.40  36.39
  1.00   4.40   0.60  26.35
  1.00   4.40   0.80  26.54
  1.00   4.40   1.00  14.82
  1.25   4.40   0.20  20.96
  1.25   4.40   0.40  21.59
  1.25   4.40   0.60  22.70
  1.25   4.40   0.80  18.39
  1.25   4.40   1.00  13.17
  0.10   4.80   0.20  41.61
  0.10   4.80   0.40  39.42
  0.10   4.80   0.60  35.50
  0.10   4.80   0.80  36.97
  0.10   4.80   1.00  28.14
  0.30   4.80   0.20  34.17
  0.30   4.80   0.40  34.13
  0.30   4.80   0.60  28.64
  0.30   4.80   0.80  27.88
  0.30   4.80   1.00  23.89
  0.50   4.80   0.20  25.14
  0.50   4.80   0.40  28.72
  0.50   4.80   0.60  23.50
  0.50   4.80   0.80  22.17
  0.50   4.80   1.00  19.73
  0.75   4.80   0.20  19.12
  0.75   4.80   0.40  19.23
  0.75   4.80   0.60  21.13
  0.75   4.80   0.80  19.96
  0.75   4.80   1.00  17.66
  1.00   4.80   0.20  11.35
  1.00   4.80   0.40  12.73
  1.00   4.80   0.60  16.59
  1.00   4.80   0.80  16.95
  1.00   4.80   1.00  15.41
  1.25   4.80   0.20   7.81
  1.25   4.80   0.40  11.28
  1.25   4.80   0.60  12.56
  1.25   4.80   0.80  14.17
  1.25   4.80   1.00  10.19
  1.50   4.80   0.20   5.07
  1.50   4.80   0.40   7.29
  1.50   4.80   0.60   8.48
  1.50   4.80   0.80   8.74
  1.50   4.80   1.00   8.08
  1.70   4.80   0.20   5.25
  1.70   4.80   0.40   6.29
  1.70   4.80   0.60   6.79
  1.70   4.80   0.80   8.21
  1.70   4.80   1.00   7.08
  1.90   4.80   0.20   3.90
  1.90   4.80   0.40   4.21
  1.90   4.80   0.60   4.58
  1.90   4.80   0.80   4.17
  1.90   4.80   1.00   4.88
